,make,model,year,transmission,fuel_type,mileage,price,platform
3081,TOYOTA,Wigo,2019,AUTOMATIC,Gasoline,22194.0,408000,carmudi
3082,TOYOTA,Vios,2016,AUTOMATIC,Gasoline,87589.0,470000,carmudi
3083,TOYOTA,Vios,2018,MANUAL,Gasoline,30190.0,430000,carmudi
3084,TOYOTA,Wigo,2017,AUTOMATIC,Gasoline,65021.0,335000,carmudi
3085,TOYOTA,Wigo,2017,AUTOMATIC,Gasoline,75818.0,325000,carmudi
3086,TOYOTA,Wigo,2017,AUTOMATIC,Gasoline,77722.0,325000,carmudi
3087,TOYOTA,Wigo,2020,AUTOMATIC,Gasoline,5004.0,427000,carmudi
3088,TOYOTA,Wigo,2017,AUTOMATIC,Gasoline,48759.0,345000,carmudi
3089,TOYOTA,Innova,2016,AUTOMATIC,Diesel,60000.0,820000,carmudi
3090,TOYOTA,Wigo,2017,AUTOMATIC,Gasoline,73799.0,325000,carmudi
3091,TOYOTA,Avanza,2020,MANUAL,Gasoline,99.0,650000,carmudi
3092,TOYOTA,Wigo,2017,AUTOMATIC,Gasoline,56763.0,335000,carmudi
3093,HYUNDAI,Grand Starex,2009,AUTOMATIC,Diesel,100000.0,498000,carmudi
3094,TOYOTA,Vios,2017,MANUAL,Gasoline,49978.0,410000,carmudi
3095,TOYOTA,Wigo,2017,AUTOMATIC,Gasoline,31866.0,345000,carmudi
3096,TOYOTA,Fortuner,2017,MANUAL,Diesel,5300.0,1085000,carmudi
3097,TOYOTA,Wigo,2018,AUTOMATIC,Gasoline,33993.0,338000,carmudi
3098,TOYOTA,Hilux,2018,MANUAL,Diesel,2800.0,895000,carmudi
3099,FORD,Ranger,2015,MANUAL,Diesel,237855.0,526000,carmudi
3100,TOYOTA,Innova,2018,AUTOMATIC,Diesel,15000.0,960000,carmudi
3101,TOYOTA,Wigo,2018,AUTOMATIC,Gasoline,37355.0,338000,carmudi
3102,TOYOTA,Wigo,2018,AUTOMATIC,Gasoline,20023.0,338000,carmudi
3103,FORD,Ranger,2015,MANUAL,Diesel,178511.0,526000,carmudi
3104,TOYOTA,Wigo,2019,AUTOMATIC,Gasoline,22926.0,390000,carmudi
3105,TOYOTA,Fortuner,2018,AUTOMATIC,Diesel,56122.0,1083000,carmudi
3106,TOYOTA,Innova,2020,AUTOMATIC,Diesel,86229.0,873000,carmudi
3107,TOYOTA,Vios,2017,MANUAL,Gasoline,90569.0,343000,carmudi
3108,ISUZU,mu-X,2018,AUTOMATIC,Diesel,41000.0,1098000,carmudi
3109,TOYOTA,Vios,2017,MANUAL,Gasoline,105210.0,343000,carmudi
3110,TOYOTA,Wigo,2019,AUTOMATIC,Gasoline,24776.0,390000,carmudi
3111,TOYOTA,Wigo,2017,AUTOMATIC,Gasoline,41804.0,280000,carmudi
3112,MITSUBISHI,Adventure,2017,MANUAL,Diesel,65000.0,385000,carmudi
3113,ISUZU,Crosswind,2015,MANUAL,Diesel,184123.0,335000,carmudi
3114,ISUZU,Crosswind,2016,MANUAL,Diesel,48881.0,364000,carmudi
3115,ISUZU,Crosswind,2015,MANUAL,Diesel,105420.0,335000,carmudi
3116,TOYOTA,Wigo,2017,AUTOMATIC,Gasoline,77857.0,280000,carmudi
3117,ISUZU,Crosswind,2015,MANUAL,Diesel,122448.0,335000,carmudi
3118,ISUZU,Crosswind,2015,MANUAL,Diesel,103461.0,335000,carmudi
3119,NISSAN,Almera,2016,MANUAL,Gasoline,25000.0,360000,carmudi
3120,TOYOTA,Wigo,2017,AUTOMATIC,Gasoline,46923.0,280000,carmudi
3121,TOYOTA,Hiace,2015,MANUAL,Diesel,105000.0,700000,carmudi
3122,FORD,Ecosport,2015,AUTOMATIC,Gasoline,45000.0,479000,carmudi
3123,FORD,Fiesta Hatchback,2012,AUTOMATIC,Gasoline,80000.0,280000,carmudi
3124,NISSAN,Almera,2019,AUTOMATIC,Gasoline,25000.0,500000,carmudi
3125,FORD,Ecosport,2016,AUTOMATIC,Gasoline,75000.0,450000,carmudi
3126,FORD,Ecosport,2017,AUTOMATIC,Gasoline,105000.0,400000,carmudi
3127,SUBARU,Forester,2017,CVT,Gasoline,50000.0,760000,carmudi
3128,CADILLAC,Escalade,2019,AUTOMATIC,Gasoline,20000.0,7500000,carmudi
3129,HYUNDAI,Grand Starex,2007,MANUAL,Diesel,120000.0,300000,carmudi
3130,NISSAN,Urvan NV350,2018,MANUAL,Diesel,86100.0,750000,carmudi
3131,HONDA,BR-V,2018,AUTOMATIC,Gasoline,50000.0,720000,carmudi
3132,TOYOTA,Camry,2018,AUTOMATIC,Gasoline,11050.0,1850000,carmudi
3133,SUZUKI,APV,2014,AUTOMATIC,Gasoline,61000.0,230000,carmudi
3134,TOYOTA,Hiace,2016,AUTOMATIC,Diesel,60000.0,1100000,carmudi
3135,FORD,Ecosport,2014,AUTOMATIC,Gasoline,55000.0,375000,carmudi
3136,FORD,Ecosport,2018,AUTOMATIC,Gasoline,60000.0,575000,carmudi
3137,HONDA,BR-V,2017,CVT,Gasoline,40000.0,695000,carmudi
3138,CADILLAC,Escalade,2017,AUTOMATIC,Gasoline,99.0,5880000,carmudi
3139,KIA,Sportage,2011,AUTOMATIC,Gasoline,41000.0,460000,carmudi
3140,KIA,Picanto,2014,MANUAL,Gasoline,78000.0,250000,carmudi
3141,TOYOTA,Land Cruiser,2013,AUTOMATIC,Diesel,32864.0,3388000,carmudi
3142,FORD,Fiesta Hatchback,2013,MANUAL,Gasoline,43302.0,325000,carmudi
3143,FORD,Ecosport,2020,AUTOMATIC,Gasoline,8400.0,768000,carmudi
3144,MITSUBISHI,Mirage G4,2019,CVT,Gasoline,99.0,530000,carmudi
3145,MITSUBISHI,Mirage G4,2019,CVT,Gasoline,99.0,530000,carmudi
3146,SUZUKI,APV,2012,MANUAL,Gasoline,86000.0,350000,carmudi
3147,MITSUBISHI,Mirage G4,2019,CVT,Gasoline,13000.0,498000,carmudi
3148,NISSAN,Almera,2019,MANUAL,Gasoline,37500.0,350000,carmudi
3149,NISSAN,Almera,2019,AUTOMATIC,Gasoline,43000.0,340000,carmudi
3150,HYUNDAI,Accent,2017,AUTOMATIC,Gasoline,74500.0,340000,carmudi
3151,HONDA,CR-V,2014,CVT,Gasoline,103000.0,600000,carmudi
3152,TOYOTA,Hiace,2016,MANUAL,Diesel,61000.0,1250000,carmudi
3153,SUBARU,Forester,2017,CVT,Gasoline,55000.0,850000,carmudi
3154,MITSUBISHI,Pajero,2004,AUTOMATIC,Diesel,190000.0,558000,carmudi
3155,NISSAN,Almera,2019,MANUAL,Gasoline,37500.0,340000,carmudi
3156,HONDA,BR-V,2017,CVT,Gasoline,78500.0,590000,carmudi
3157,FORD,Ecosport,2014,MANUAL,Gasoline,29000.0,430000,carmudi
3158,KIA,Carnival,2012,MANUAL,Diesel,85000.0,450000,carmudi
3159,FORD,Ecosport,2018,AUTOMATIC,Gasoline,35000.0,600000,carmudi
3160,NISSAN,Urvan NV350,2018,AUTOMATIC,Diesel,25000.0,1800000,carmudi
3161,FORD,Mustang,2014,AUTOMATIC,Gasoline,30000.0,2350000,carmudi
3162,CHEVROLET,Trailblazer,2014,AUTOMATIC,Diesel,130000.0,625000,carmudi
3163,CADILLAC,Escalade,2013,AUTOMATIC,Gasoline,40000.0,3500000,carmudi
3164,HONDA,BR-V,2017,CVT,Gasoline,33700.0,750000,carmudi
3165,HYUNDAI,Eon,2015,MANUAL,Gasoline,25000.0,250000,carmudi
3166,TOYOTA,Camry,2003,AUTOMATIC,Gasoline,94700.0,235000,carmudi
3167,HONDA,Civic,2018,CVT,Gasoline,31000.0,780000,carmudi
3168,BMW,3 Sedan,1997,AUTOMATIC,Gasoline,120000.0,300000,carmudi
3169,SUZUKI,APV,2021,MANUAL,Gasoline,5000.0,650000,carmudi
3170,MAZDA,3 Sedan,2020,AUTOMATIC,Gasoline,25000.0,1258000,carmudi
3171,MITSUBISHI,Pajero,2001,AUTOMATIC,Gasoline,105000.0,380000,carmudi
3172,HONDA,CR-V,2017,AUTOMATIC,Diesel,40000.0,1300000,carmudi
3173,MAZDA,CX-5,2013,AUTOMATIC,Gasoline,72000.0,588000,carmudi
3174,FORD,Ranger,2022,AUTOMATIC,Diesel,2000.0,1338000,carmudi
3175,FORD,Ecosport,2015,AUTOMATIC,Gasoline,5700.0,518000,carmudi
3176,MAZDA,3 Sedan,2007,AUTOMATIC,Gasoline,110000.0,150000,carmudi
3177,FORD,Ranger,2018,AUTOMATIC,Diesel,45000.0,930000,carmudi
3178,MAZDA,CX-5,2012,AUTOMATIC,Gasoline,63000.0,558000,carmudi
3179,FORD,Ecosport,2015,AUTOMATIC,Gasoline,80000.0,460000,carmudi
3180,HYUNDAI,Santa Fe,2011,AUTOMATIC,Diesel,90530.0,480000,carmudi
3181,CHEVROLET,Trailblazer,2013,MANUAL,Diesel,58000.0,618000,carmudi
3182,TOYOTA,Hiace,2017,MANUAL,Diesel,65000.0,900000,carmudi
3183,HONDA,CR-V,2009,CVT,Gasoline,100000.0,490000,carmudi
3184,LAND ROVER,Range Rover,2008,AUTOMATIC,Diesel,94000.0,1995000,carmudi
3185,NISSAN,Juke,2017,CVT,Gasoline,23000.0,640000,carmudi
3186,NISSAN,Terra,2019,AUTOMATIC,Diesel,23799.0,1295000,carmudi
3187,HYUNDAI,Starex,2004,MANUAL,Diesel,197000.0,420000,carmudi
3188,NISSAN,Patrol Super Safari,2014,AUTOMATIC,Diesel,75000.0,1150000,carmudi
3189,HYUNDAI,Accent,2011,AUTOMATIC,Gasoline,27250.0,300000,carmudi
3190,CHEVROLET,Trailblazer,2013,AUTOMATIC,Diesel,95000.0,975000,carmudi
3191,BMW,5 Sedan,2020,AUTOMATIC,Gasoline,2600.0,3300000,carmudi
3192,FORD,Ecosport,2015,MANUAL,Gasoline,25000.0,480000,carmudi
3193,FORD,Ecosport,2016,AUTOMATIC,Gasoline,49000.0,410000,carmudi
3194,NISSAN,Juke,2017,CVT,Gasoline,44000.0,650000,carmudi
3195,SUBARU,Forester,2016,CVT,Gasoline,50000.0,720000,carmudi
3196,FORD,Ranger,2016,MANUAL,Diesel,148000.0,650000,carmudi
3197,NISSAN,Almera,2018,MANUAL,Gasoline,25000.0,369000,carmudi
3198,NISSAN,Urvan NV350,2018,MANUAL,Diesel,60000.0,720000,carmudi
3199,CHEVROLET,Sonic,2014,AUTOMATIC,Gasoline,39800.0,380000,carmudi
3200,HYUNDAI,Elantra,2013,AUTOMATIC,Gasoline,75000.0,335000,carmudi
3201,TOYOTA,Hiace,2018,AUTOMATIC,Diesel,15000.0,1340000,carmudi
3202,KIA,Picanto,2017,MANUAL,Gasoline,24000.0,350000,carmudi
3203,BMW,5 Sedan,2010,AUTOMATIC,Diesel,40000.0,1800000,carmudi
3204,FORD,Ecosport,2016,AUTOMATIC,Gasoline,35000.0,500000,carmudi
3205,HONDA,CR-V,2013,AUTOMATIC,Diesel,89800.0,580000,carmudi
3206,HONDA,BR-V,2017,AUTOMATIC,Gasoline,10000.0,830000,carmudi
3207,TOYOTA,Hiace,2011,MANUAL,Diesel,348654.0,700000,carmudi
3208,MAZDA,3 Sedan,2012,AUTOMATIC,Gasoline,45000.0,325000,carmudi
3209,FORD,Ecosport,2016,AUTOMATIC,Gasoline,42000.0,558000,carmudi
3210,FORD,Ranger,2019,AUTOMATIC,Diesel,2085.0,1100000,carmudi
3211,MAZDA,CX-5,2016,AUTOMATIC,Gasoline,88000.0,680000,carmudi
3212,FORD,Ranger,2018,AUTOMATIC,Diesel,45000.0,950000,carmudi
3213,HONDA,Civic,2017,CVT,Gasoline,13000.0,890000,carmudi
3214,HONDA,Civic,2012,CVT,Gasoline,75000.0,445000,carmudi
3215,HONDA,CR-V,2003,MANUAL,Gasoline,80000.0,252000,carmudi
3216,HONDA,Jazz,2015,CVT,Gasoline,35000.0,690000,carmudi
3217,NISSAN,Urvan NV350,2015,MANUAL,Diesel,5000.0,650000,carmudi
3218,MAZDA,3 Sedan,2015,AUTOMATIC,Gasoline,15000.0,650000,carmudi
3219,MERCEDES-BENZ,E-Class,2004,AUTOMATIC,Gasoline,100000.0,620000,carmudi
3220,NISSAN,Terra,2020,AUTOMATIC,Diesel,17000.0,1428000,carmudi
3221,HONDA,Civic,2011,CVT,Gasoline,126850.0,390000,carmudi
3222,MAZDA,3 Sedan,2014,AUTOMATIC,Gasoline,76000.0,428000,carmudi
3223,MAZDA,CX-5,2012,AUTOMATIC,Gasoline,170000.0,980000,carmudi
3224,TOYOTA,Corolla Altis,2013,MANUAL,Gasoline,40000.0,358000,carmudi
3225,HONDA,Civic,2008,CVT,Gasoline,130000.0,430000,carmudi
3226,CADILLAC,Escalade,2020,AUTOMATIC,Gasoline,3975.0,9000000,carmudi
3227,ISUZU,D-Max,2009,AUTOMATIC,Diesel,90000.0,550000,carmudi
3228,FORD,Ranger,2019,AUTOMATIC,Diesel,20000.0,1398000,carmudi
3229,CHEVROLET,Trailblazer,2014,AUTOMATIC,Diesel,72000.0,625000,carmudi
3230,NISSAN,Almera,2018,MANUAL,Gasoline,30000.0,380000,carmudi
3231,TOYOTA,Land Cruiser,2018,AUTOMATIC,Diesel,20000.0,7000000,carmudi
3232,HONDA,Jazz,2010,AUTOMATIC,Gasoline,115000.0,400000,carmudi
3233,SUZUKI,Ciaz,2016,MANUAL,Gasoline,55000.0,398000,carmudi
3234,HYUNDAI,Accent,2017,MANUAL,Gasoline,78000.0,368000,carmudi
3235,FORD,Mustang,2011,AUTOMATIC,Gasoline,10000.0,4980000,carmudi
3236,NISSAN,Urvan NV350,2018,MANUAL,Diesel,30000.0,2500000,carmudi
3237,HYUNDAI,Santa Fe,2013,AUTOMATIC,Diesel,60000.0,700000,carmudi
3238,MERCEDES-BENZ,S-Class,2006,AUTOMATIC,Gasoline,27000.0,1500000,carmudi
3239,MERCEDES-BENZ,E-Class,2012,AUTOMATIC,Gasoline,15000.0,1698000,carmudi
3240,TOYOTA,Camry,2003,AUTOMATIC,Gasoline,94000.0,290000,carmudi
3241,FORD,Ecosport,2016,AUTOMATIC,Gasoline,30000.0,500000,carmudi
3242,NISSAN,Juke,2017,CVT,Gasoline,99.0,610000,carmudi
3243,FORD,Ranger,2018,AUTOMATIC,Diesel,50000.0,1100000,carmudi
3244,MERCEDES-BENZ,S-Class,2007,AUTOMATIC,Gasoline,99.0,1400000,carmudi
3245,HONDA,CR-V,2007,AUTOMATIC,Diesel,63731.0,350000,carmudi
3246,FORD,Ranger,2018,AUTOMATIC,Diesel,75000.0,840000,carmudi
3247,HYUNDAI,Santa Fe,2011,AUTOMATIC,Diesel,118000.0,650000,carmudi
3248,SUBARU,WRX,2015,AUTOMATIC,Gasoline,99.0,1320000,carmudi
3249,HYUNDAI,Starex,2016,AUTOMATIC,Diesel,99.0,1100000,carmudi
3250,HYUNDAI,Grand Starex,2019,AUTOMATIC,Diesel,99.0,1750000,carmudi
3251,HYUNDAI,Starex,2014,AUTOMATIC,Diesel,99.0,998000,carmudi
3252,TOYOTA,Wigo,2015,MANUAL,Gasoline,110000.0,350000,carmudi
3253,TOYOTA,Hiace,2013,MANUAL,Diesel,99.0,898000,carmudi
3254,FORD,E-150,2013,AUTOMATIC,Gasoline,33000.0,780000,carmudi
3255,HYUNDAI,Grand Starex,2016,AUTOMATIC,Diesel,26000.0,1100000,carmudi
3256,HYUNDAI,Grand Starex,2018,AUTOMATIC,Diesel,99.0,1458000,carmudi
3257,HONDA,Civic,2007,CVT,Gasoline,99.0,378000,carmudi
3258,TOYOTA,Innova,2014,MANUAL,Diesel,99.0,650000,carmudi
3259,HYUNDAI,Grand Starex,2014,AUTOMATIC,Diesel,53000.0,880000,carmudi
3260,CHRYSLER,300C,2007,AUTOMATIC,Gasoline,99.0,688000,carmudi
3261,MITSUBISHI,Pajero,2005,AUTOMATIC,Gasoline,110000.0,550000,carmudi
3262,MERCEDES-BENZ,E-Class,2000,AUTOMATIC,Diesel,90000.0,390000,carmudi
3263,HONDA,Civic,2000,CVT,Gasoline,120000.0,135000,carmudi
3264,CHEVROLET,Captiva,2016,AUTOMATIC,Diesel,45000.0,650000,carmudi
3265,TOYOTA,Hiace,2013,AUTOMATIC,Diesel,68000.0,920000,carmudi
3266,TOYOTA,Land Cruiser,2020,AUTOMATIC,Diesel,99.0,8800000,carmudi
3267,HONDA,Civic,2013,CVT,Gasoline,140000.0,500000,carmudi
3268,HONDA,Civic,2016,CVT,Gasoline,11299.0,888888,carmudi
3269,TOYOTA,Land Cruiser,2020,AUTOMATIC,Diesel,99.0,9000000,carmudi
3270,KIA,Carnival,2020,AUTOMATIC,Diesel,99.0,2600000,carmudi
3271,TOYOTA,Land Cruiser,2020,AUTOMATIC,Diesel,100.0,8500000,carmudi
3272,TOYOTA,Hiace,2020,MANUAL,Diesel,32000.0,1380000,carmudi
3273,LEXUS,LX,2020,AUTOMATIC,Gasoline,99.0,8800000,carmudi
3274,CADILLAC,Escalade,2020,AUTOMATIC,Gasoline,99.0,1150000,carmudi
3275,TOYOTA,Land Cruiser,2020,AUTOMATIC,Diesel,100.0,8500000,carmudi
3276,CADILLAC,Escalade,2020,AUTOMATIC,Gasoline,99.0,1900000,carmudi
3277,CADILLAC,Escalade,2020,AUTOMATIC,Gasoline,99.0,1150000,carmudi
3278,LEXUS,LX,2020,AUTOMATIC,Gasoline,100.0,8800000,carmudi
3279,MERCEDES-BENZ,E-Class,2020,AUTOMATIC,Gasoline,99.0,1000000,carmudi
3280,LAND ROVER,Range Rover,2020,AUTOMATIC,Gasoline,99.0,1120000,carmudi
3281,HYUNDAI,Grand Starex,2019,AUTOMATIC,Diesel,8000.0,2280000,carmudi
3282,NISSAN,Urvan NV350,2018,AUTOMATIC,Diesel,17900.0,1780000,carmudi
3283,HONDA,Civic,2017,CVT,Gasoline,24000.0,860000,carmudi
3284,HONDA,CR-V,2017,CVT,Gasoline,11400.0,1300000,carmudi
3285,NISSAN,Almera,2017,AUTOMATIC,Gasoline,150000.0,430000,carmudi
3286,AUDI,Q7,2019,AUTOMATIC,Diesel,4397.0,6800000,carmudi
3287,MAZDA,BT-50,2016,MANUAL,Diesel,99.0,980000,carmudi
3288,TOYOTA,Hiace,2016,MANUAL,Diesel,103000.0,820000,carmudi
3289,MITSUBISHI,Mirage,2016,CVT,Gasoline,17000.0,570000,carmudi
3290,HYUNDAI,Elantra,2016,AUTOMATIC,Gasoline,32800.0,550000,carmudi
3291,HYUNDAI,Starex,2015,AUTOMATIC,Diesel,48000.0,1058000,carmudi
3292,FORD,Ranger,2014,AUTOMATIC,Diesel,35000.0,950000,carmudi
3293,AUDI,A4,2014,AUTOMATIC,Diesel,35000.0,1250000,carmudi
3294,CHEVROLET,Spin,2015,AUTOMATIC,Gasoline,25000.0,560000,carmudi
3295,FORD,Fiesta Hatchback,2014,AUTOMATIC,Gasoline,50000.0,350000,carmudi
3296,HONDA,Civic,2013,CVT,Gasoline,80000.0,440000,carmudi
3297,LAND ROVER,Range Rover,2013,AUTOMATIC,Diesel,9300.0,5800000,carmudi
3298,LAND ROVER,Range Rover,2014,AUTOMATIC,Diesel,33000.0,5600000,carmudi
3299,HYUNDAI,Elantra,2013,MANUAL,Gasoline,120000.0,300000,carmudi
3300,FORD,Fiesta Hatchback,2012,AUTOMATIC,Gasoline,99.0,420000,carmudi
3301,HYUNDAI,Grand Starex,2011,AUTOMATIC,Diesel,76000.0,625000,carmudi
3302,TOYOTA,Innova,2009,AUTOMATIC,Diesel,68900.0,550000,carmudi
3303,CADILLAC,Escalade,2007,AUTOMATIC,Gasoline,99.0,1998000,carmudi
3304,NISSAN,Almera,2021,AUTOMATIC,Gasoline,18500.0,365000,carmudi
3305,HYUNDAI,Elantra,2019,MANUAL,Gasoline,51000.0,360000,carmudi
3306,MITSUBISHI,Mirage G4,2020,CVT,Gasoline,99.0,550000,carmudi
3307,HYUNDAI,Accent,2020,AUTOMATIC,Gasoline,22500.0,345000,carmudi
3308,MAZDA,CX-5,2013,AUTOMATIC,Gasoline,78000.0,588000,carmudi
3309,SUBARU,Forester,2013,AUTOMATIC,Gasoline,74000.0,688000,carmudi
3310,SUBARU,Forester,2014,CVT,Gasoline,63000.0,568000,carmudi
3311,HONDA,Jazz,2012,AUTOMATIC,Gasoline,61000.0,448000,carmudi
3312,HONDA,Civic,2015,AUTOMATIC,Gasoline,63000.0,588000,carmudi
3313,MERCEDES-BENZ,S-Class,2012,AUTOMATIC,Gasoline,64000.0,1798000,carmudi
3314,FORD,Ranger,2018,AUTOMATIC,Diesel,61000.0,868000,carmudi
3315,TOYOTA,Corolla Altis,2019,AUTOMATIC,Gasoline,39200.0,569000,carmudi
3316,KIA,Picanto,2018,MANUAL,Gasoline,19000.0,378000,carmudi
3317,HYUNDAI,Accent,2019,MANUAL,Gasoline,40000.0,398000,carmudi
3318,HONDA,BR-V,2018,AUTOMATIC,Gasoline,35000.0,818000,carmudi
3319,FORD,Ecosport,2016,AUTOMATIC,Gasoline,17000.0,568000,carmudi
3320,TOYOTA,Hiace,2021,MANUAL,Diesel,11000.0,1400000,carmudi
3321,TOYOTA,Rush,2020,AUTOMATIC,Gasoline,17000.0,888000,carmudi
3322,FORD,Ranger,2019,AUTOMATIC,Diesel,40000.0,1258000,carmudi
3323,CHEVROLET,Trailblazer,2019,AUTOMATIC,Diesel,23000.0,1028000,carmudi
3324,HONDA,Mobilio,2017,CVT,Gasoline,30000.0,728000,carmudi
3325,NISSAN,Urvan NV350,2017,MANUAL,Diesel,48000.0,838000,carmudi
3326,FORD,Ecosport,2015,AUTOMATIC,Gasoline,19000.0,498000,carmudi
3327,NISSAN,Juke,2018,CVT,Gasoline,5000.0,758000,carmudi
3328,CADILLAC,Escalade,2018,AUTOMATIC,Gasoline,7000.0,7050000,carmudi
3329,CHRYSLER,300C,2013,AUTOMATIC,Gasoline,25000.0,1298000,carmudi
3330,FORD,Expedition,2003,AUTOMATIC,Gasoline,104000.0,498000,carmudi
3331,TOYOTA,Corolla Altis,2014,AUTOMATIC,Gasoline,69000.0,498000,carmudi
3332,HYUNDAI,Elantra,2012,AUTOMATIC,Gasoline,52000.0,375000,carmudi
3333,TOYOTA,Corolla Altis,2012,AUTOMATIC,Gasoline,99.0,438000,carmudi
3334,HYUNDAI,Accent,2012,MANUAL,Gasoline,99.0,298000,carmudi
3335,MITSUBISHI,Mirage,2016,MANUAL,Gasoline,27000.0,355000,carmudi
3336,HYUNDAI,Grand Starex,2016,AUTOMATIC,Diesel,99.0,1088000,carmudi
3337,HONDA,Civic,2008,AUTOMATIC,Gasoline,99.0,338000,carmudi
3338,HYUNDAI,Accent,2020,MANUAL,Gasoline,6600.0,530000,carmudi
3339,HYUNDAI,Eon,2018,MANUAL,Gasoline,99.0,350000,carmudi
3340,TOYOTA,Corolla Altis,2012,MANUAL,Gasoline,99.0,420000,carmudi
3341,TOYOTA,Innova,2013,AUTOMATIC,Diesel,45000.0,680000,carmudi
3342,HYUNDAI,Eon,2018,MANUAL,Gasoline,99.0,350000,carmudi
3343,TOYOTA,Hiace,2019,MANUAL,Diesel,99.0,1088000,carmudi
3344,HYUNDAI,Eon,2017,MANUAL,Gasoline,99.0,330000,carmudi
3345,HYUNDAI,Eon,2016,MANUAL,Gasoline,99.0,298000,carmudi
3346,TOYOTA,Fortuner,2005,AUTOMATIC,Diesel,99.0,768000,carmudi
3347,NISSAN,Urvan NV350,2020,MANUAL,Diesel,7000.0,1038000,carmudi
3348,TOYOTA,Land Cruiser,2020,AUTOMATIC,Diesel,99.0,8800000,carmudi
3349,TOYOTA,Land Cruiser,2020,AUTOMATIC,Diesel,99.0,6100000,carmudi
3350,HYUNDAI,Starex,2020,AUTOMATIC,Diesel,99.0,2450000,carmudi
3351,NISSAN,Urvan NV350,2018,MANUAL,Diesel,99.0,920000,carmudi
3352,CADILLAC,Escalade,2020,AUTOMATIC,Gasoline,99.0,8900000,carmudi
3353,TOYOTA,Rush,2019,AUTOMATIC,Gasoline,11000.0,950000,carmudi
3354,HYUNDAI,Grand Starex,2019,AUTOMATIC,Diesel,27000.0,2200000,carmudi
3355,FORD,Fiesta Hatchback,2017,AUTOMATIC,Gasoline,28000.0,420000,carmudi
3356,CHRYSLER,300C,2013,AUTOMATIC,Gasoline,30000.0,1150000,carmudi
3357,AUDI,Q7,2012,AUTOMATIC,Diesel,99.0,2250000,carmudi
3358,LAND ROVER,Range Rover,2005,AUTOMATIC,Gasoline,99.0,1688000,carmudi
3359,LEXUS,LX,2016,AUTOMATIC,Gasoline,3000.0,6500000,carmudi
3360,LAND ROVER,Range Rover,2010,AUTOMATIC,Diesel,99.0,3880000,carmudi
3361,HYUNDAI,Elantra,2018,MANUAL,Gasoline,15000.0,330000,carmudi
3362,HYUNDAI,Elantra,2018,MANUAL,Gasoline,47500.0,340000,carmudi
3363,MITSUBISHI,Adventure,2017,MANUAL,Diesel,177500.0,360000,carmudi
3364,FORD,Everest,2013,AUTOMATIC,Diesel,128577.0,480000,carmudi
3365,HYUNDAI,Starex,2014,AUTOMATIC,Diesel,93000.0,698000,carmudi
3366,NISSAN,Navara,2020,AUTOMATIC,Diesel,69500.0,720000,carmudi
3367,FORD,Ranger,2022,AUTOMATIC,Diesel,29628.0,1030000,carmudi
3368,HONDA,BR-V,2018,CVT,Gasoline,36000.0,808000,carmudi
3369,HONDA,Mobilio,2017,MANUAL,Gasoline,11000.0,538000,carmudi
3370,NISSAN,Almera,2020,MANUAL,Gasoline,42365.0,463000,carmudi
3371,TOYOTA,Corolla Altis,2014,AUTOMATIC,Gasoline,25100.0,668000,carmudi
3372,NISSAN,Urvan NV350,2020,MANUAL,Diesel,19658.0,1400000,carmudi
3373,FORD,Explorer,2013,AUTOMATIC,Gasoline,73000.0,698000,carmudi
3374,FOTON,View Transvan,2019,MANUAL,Diesel,99.0,718000,carmudi
3375,HYUNDAI,Kona,2020,AUTOMATIC,Gasoline,99.0,758000,carmudi
3376,BMW,5 Sedan,2006,AUTOMATIC,Diesel,69000.0,775000,carmudi
3377,NISSAN,Urvan NV350,2020,MANUAL,Diesel,99.0,998000,carmudi
3378,HYUNDAI,H-100,2017,MANUAL,Diesel,23000.0,698000,carmudi
3379,MITSUBISHI,Mirage G4,2019,CVT,Gasoline,11000.0,488000,carmudi
3380,HYUNDAI,Grand Starex,2020,AUTOMATIC,Diesel,8000.0,2100000,carmudi
3381,HYUNDAI,Kona,2019,AUTOMATIC,Gasoline,99.0,737000,carmudi
3382,HONDA,Civic,2011,AUTOMATIC,Gasoline,99.0,428000,carmudi
3383,NISSAN,Urvan NV350,2020,MANUAL,Diesel,99.0,950000,carmudi
3384,HYUNDAI,Grand Starex,2017,MANUAL,Diesel,99.0,750000,carmudi
3385,KIA,Carens,2014,AUTOMATIC,Diesel,50000.0,518000,carmudi
3386,HYUNDAI,Tucson,2007,MANUAL,Gasoline,99.0,268000,carmudi
3387,TOYOTA,Alphard,2019,AUTOMATIC,Gasoline,17000.0,3300000,carmudi
3388,FORD,Everest,2016,AUTOMATIC,Diesel,40000.0,970000,carmudi
3389,HONDA,Civic,2008,AUTOMATIC,Gasoline,99.0,328000,carmudi
3390,MERCEDES-BENZ,E-Class,2018,AUTOMATIC,Gasoline,11000.0,8880000,carmudi
3391,HYUNDAI,Accent,2019,AUTOMATIC,Gasoline,10000.0,568000,carmudi
3392,HYUNDAI,Accent,2018,MANUAL,Gasoline,43000.0,478000,carmudi
3393,FORD,E-150,2013,AUTOMATIC,Gasoline,38000.0,880000,carmudi
3394,HYUNDAI,Grand Starex,2010,AUTOMATIC,Diesel,73000.0,650000,carmudi
3395,HYUNDAI,Grand Starex,2015,MANUAL,Gasoline,99.0,708000,carmudi
3396,HYUNDAI,Eon,2017,MANUAL,Gasoline,99.0,278000,carmudi
